qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_{s1}^^_As_a_{s3}_{s2|{s1}^^ Comme {s3} {s2}. Vous {s4}
qstr_{reg0}_denars_added_|{reg0} deniers ajoutés à la trésorerie.
qstr_{reg0}_denars_remove|{reg0} deniers retirés de la trésorerie.
qstr_{s1}_and_{s2}_have_e|{s1} et {s2} ont conclu une alliance.
qstr_{s1}_and_{s2}_have_c|{s1} et {s2} ont conclu une alliance.
qstr_{s1}_and_{s2}_have_co|{s1} et {s2} ont conclu un pacte défensif.
qstr_{s1}_and_{s2}_have_con|{s1} et {s2} ont conclu un accord commercial.
qstr_{s5}_patrol|{s5} en patrouille
qstr_Transfer_to_{s5}|Transféré {s5}
qstr_{s5}_scout|{s5} en repérage
qstr_{s4}_has_returned_fr|{s4} est de retour d'exil, cherchant refuge auprès de {s6} du {s5}.
qstr_{s4}_has_been_grante|{s4} a été gracié par {s6} du {s5} et il est de retour d'exil.
qstr_Given_the_way_things|Compte tenu de la façon dont les choses prennent tournure entre nous en ce moment, {playername}, je ne pense pas qu'il est prudent de conclure un tel arrangement.
qstr_{playername}_I_am_gr|{playername}, je vous suis reconnaissant, mais vous n'avez pas encore une légitimité suffisante pour co-diriger. En vous mariant vous saperiez ma propre revendication du trône.
qstr_{playername}_I_know_|{playername}, je sais que sans vous je n'en serais pas là, mais votre nom est encore peu reconnu dans Calradia. En vous mariant vous seriez perçu comme un rival et cela remettrait en question ma propre revendication au trône.
qstr_{playername}_I_am_gra|{playername}, je vous suis reconnaissant pour votre assistance à me faire retrouver mon légitime trône, mais vous n'avez pas suffisamment d'avoirs personnels pour être un parti convenable pour moi. Cela serait un partenariat inégal.
qstr_{playername}_I_am_grat|{playername}, je vous suis reconnaissant, mais si j'acceptais en ce moment je risquerais d'offenser de puissants seigneurs tels que {s15}, et qui peuvent considérer eux-mêmes mériter cet honneur au moins égal ou supérieur au vôtre.
qstr_{playername}_I_am_grate|{playername}, je vous suis reconnaissant, mais si j'acceptais en ce moment je risquerais d'offenser de puissants seigneurs tels que {s15}, et qui peuvent considérer eux-mêmes mériter cet honneur au moins égal ou supérieur au vôtre.
qstr_{playername}_while_I|{playername}, bien que je vous sois reconnaissant, je dois avouer que j'ai un faible pour {s15}.
qstr_Our_realm_has_too_fe|Notre royaume a trop peu de vassaux. De par l'état précaire actuel des affaires je dois songer à une éventuelle alliance politique pour attirer de nouveaux vassaux, on ne peut cependant pas s'engager qu'avec un seul {reg65?prétendant:candidat}.
qstr_Because_I_have_insuf|Parce que j'ai des avoirs personnels insuffisants par rapport à {s15}, si j'accepte un tel arrangement, je risque d'apparaître comme un pantin et mettre en péril la stabilité du royaume.
qstr_Because_my_personal_|Parce que j'ai des avoirs personnels insuffisants par rapport à d'autres seigneurs du {s14}, si j'accepte un tel arrangement, je risque d'apparaître comme un pantin et mettre en péril la stabilité du royaume.
qstr_I_am_grateful_to_you|Je vous suis reconnaissant, {playername}, mais vous avez trop d'ennemis parmi les seigneurs du {s14} pour que votre proposition soit politiquement viable. Si j'accepte, je risque une révolte.
qstr_You_have_engendered_|Vous avez engendré récemment trop de controverse, {playername}. Si j'accepte, je risque une révolte parmi les seigneurs du {s14}. Reparlons de cela plus tard quand l'exaspération s'estompera.
qstr_If_you_desire_to_lea|Si vous désirez conduire le {s14} à mes côtés, demandez le soutien de mes vassaux pour devenir Maréchal, et leur montrer vos capacités de chef de guerre.
qstr_Our_realm_has_lost_t|Notre royaume a perdu trop de territoires. Nous en avions {s1} mais il n'en reste plus que {s0}. De par l'état précaire actuel des affaires je dois songer à une éventuelle alliance politique afin d'utiliser une monnaie d'échange avec les autres souverains, on ne peut cependant pas s'engager qu'avec un seul {reg65?prétendant:candidat}. Restaurez son ancienne gloire au {s14}, et nous pourrons régner ensemble en étant mon {mari/épouse}.
qstr_{s0}_{reg0?have:has}|{s0} {reg0?étaient:est} entre des mains étrangères. Restaurez {s14} avec ses frontières légitimes, et nous pourrons régner ensemble en étant mon {mari/épouse}.
qstr_You_have_only_been_m|Vous avez seulement été Maréchal {reg0} {reg1?jours:jour}. Reparlons de cela après avoir occupé le poste pendant au moins deux semaines.
qstr_If_not_for_you_I_wou|Je sais que sans vous je n'en serais pas là, {playername}. Quand nous avons entamé notre longue marche, peu de gens ont eu le courage de me soutenir, et encore moins à mettre leur vie en danger pour ma cause. Mais vous n'avez pas hésité un instant à vous jeter sur mes ennemis. Nous avons vécu beaucoup de choses ensemble, et avec l'aide de Dieu, nous l'avons emporté. Je vous accepte à mes côtés en tant que {mari/femme} pour gouverner ensemble le {s14}.
qstr_You_sold_{reg1}_{reg|Vous avez vendu {reg1} {reg3?articles:article} à {s0} et vous avez gagné {reg0} {reg3?deniers:denier}.
qstr_You_sold_{reg1}_{reg3|Vous avez vendu {reg1} {reg3?articles:article} au {s0} et vous avez gagné {reg0} {reg3?deniers:denier}.
qstr_You_have_bought_{reg|Vous avez acheté de la nourriture et vous perdez {reg1} {reg3?deniers:denier}.
qstr_You_sold_{reg2}_{reg|Vous avez vendu de la nourriture avariée et vous avez gagné {reg1} {reg3?deniers:denier}.
qstr_axe|hache
qstr_spear|lance
qstr_bow|arc
qstr_sword|épée
qstr_axes|haches
qstr_spears|lances
qstr_bows|arcs
qstr_swords|épées
qstr_swing_my_axe|balancer ma hache
qstr_lift_my_spear|enlever ma lance
qstr_loose_my_arrows|perdre mes flèches
qstr_swing_my_sword|balancer mon épée
qstr_sultan|sultan
qstr_khans|khans
qstr_sultans|sultans
qstr_kings|rois
qstr_lord|seigneur
qstr_lords|seigneurs
qstr_goatherd|chèvrier
qstr_swineherd|éleveur
qstr_stable_{boy/girl}|{garçon/fille} d'écurie
qstr_shepherd_{boy/girl}|{berger/bergère}
qstr_kvass|kvas
qstr_kumis|kumis
qstr_mead|hydromel
qstr_wine|vin
qstr_{reg6?M:m}y_poppet|{reg6?M:m}on amour
qstr_{reg0?Y:y}ou|{reg0?V:v}ous
qstr_{reg0?M:m}yself|{reg0?M:m}oi
qstr_{reg0?O:o}ur_{s1}_{s|{reg0?N:n}otre {s1} {s0}
qstr_{reg0?M:m}y_{s1}_{s0|{reg0?M:m}on {s1} {s0}
qstr_{reg0?Y:y}our_{s1}_{|{reg0?V:v}votre {s1} {s0}
qstr_{s2}{s1}_|{s2}{s1}, 
qstr__The_following_food_| Nourriture détruite ou dérobée : {s2}. 
qstr__A_pack_horse_has_ra| Des chevaux se sont échappés !
qstr__Some_tools_have_bee| Quelques objets ont été cassés ou perdus.
qstr__{reg3}| {reg3}
qstr_{s2}:_{reg3}_{reg4}_|{s2} : {reg3}, {reg4} jours
qstr_{s4}:_{reg4}|{s4} : {reg4}
qstr_{s1}_gathering_suppo|{s1} (en quête de soutien)
qstr_{s1}__intelligence_|{s1} (en quête de renseignements)
qstr_{s1}__ambassy_|{s1} (ambassade)
qstr_{s1}__minister|{s1} (ministre)
qstr_{s1}__under_arms_|{s1} (sous les drapeaux)
qstr_{s1}__attempting_to_|{s1} (essaye de vous rejoindre)
qstr_{s1}__separated_afte|{s1} (séparation après la bataille)
qstr__knows_of_you.|.
qstr__has_no_opinion_abou| sans opinion sur vous.
qstr_{s57}_and_{s50}|{s57} et {s50}
qstr_Calradia.|Calradia.
qstr_sworn_man|sous serment
qstr_ruler|{le souverain/la souveraine}
qstr_free_man|{un homme libre/une femme libre}
qstr_{s1}_Renown:_{reg40}|{s1}. Renommée : {reg40}, Controverse : {reg41}^Honneur : {reg42}, Droit à régner : {reg43}^Vous êtes {s44} du {s45}^{reg45?{reg46?Votre monarque, {s46},{s47}:Vous êtes monarque du {s45}}:}^^Amis : ^Ennemis : ^^Fiefs :^ {reg50?{s50}:pas de fief}
qstr_{s1}{s2}_{reg46?Repu|{s1}{s2} {reg46?Réputation : {s42}.:}^{s44}, noble du {s45}. Renommée : {reg40}, Controverse : {reg41}^{reg46?Vassal de l'honorable {s46}, Relations : {reg47}:Monarque du {s45}}. {reg46?Impatience : {reg43}:}^^{reg48?Actuellement prisonnier, {s48}:}^Nombre de jours depuis la dernière rencontre : {reg49}^^Fiefs {reg51?(promesse d'un fief):}:^  {reg50?{s50}:pas de fief}
qstr_conventional|conventionnelle
qstr_adventurous|aventureuse
qstr_otherwordly|mondaine
qstr_ambitious|ambicieuse
qstr_moralist|moraliste
qstr_just_met|juste une rencontre
qstr_admirer|admirative
qstr_promised|prometteuse
qstr_breakup|en rupture
qstr_unknown|inconnue
qstr_Heroic_{s50}|Héroïque {s50}
qstr_Allegoric_{s50}|Allégorique {s50}
qstr_Comic_{s50}|Comique {s50}
qstr_Mystic_{s50}|Mystique {s50}
qstr_Tragic_{s50}|Tragique {s50}
qstr_{s1}{s2}_Controversy|{s1}{s2} Controverse : {reg41}^Réputation : {s42}, Relation de courtoisie : {s43}^Localisation : {s45}^{reg46?Son père, {s46}:Son protecteur, {s46}}{s47}^Visite autorisée: {reg45?oui:non} {reg48?Promise à {s48}:}^^Nombre de jours depuis la dernière rencontre : {reg49}^^Poèmes :^  {reg50?{s50}:pas de poème}
qstr_Gathering_support|En quête de soutien
qstr_Gathering_intelligen|{s66}, en quête de renseignements
qstr_Ambassy_to_{s66}|{s66}, en ambassade
qstr_Minister|Ministre
qstr_none|Aucun
qstr_{s1}_{s2}^Reputation|{s1}, {s2}^Réputation : {s42}^Genèse : {s43}^Contacts : {s44}, {s45}.^^{reg48?Prisonnier du {s48}:}^Nombre de jours depuis la dernière entrevue : {reg49}^^Mission :^  {s50}{reg50?, nombre de jours avant son retour : {reg50}.:}
qstr_{s1}^|{s1}^
qstr_Your_party_consumed_|Votre groupe a consommé {reg1} unités de nourriture{reg4?, {reg4} en recherche : }(Jours restants : {reg2}).
qstr_{s2}_managed_to_fora|{s2} mène la recherche de {reg4} unités de nourriture pour compléter l'approvisionnement.
qstr__knows_of_you| connu de vous
qstr_{s1}_wife_of_{s3}{re|{s1}, femme de {s3}{reg0?,{s60}:}
qstr_{s1}_{reg1?daughter_|{s1}, {reg1?fille de:pupille de} {s3}{reg4?, fiancée à {s5}:}{reg0?,{s60}:}
qstr_{s3}_and_{s6}|{s3} et {s6}
qstr_{s1}{reg4?_son_of_{s|{s1}{reg4?, fils de {s5}{reg1?,:{reg0?,:}}:}{reg1? prisonnier{reg0?,:}:}{reg0?{s60}:}
qstr_{s10}_{reg1?daughter|{s10}, {reg1?fille de:pupille de} {s3}{reg4?, fiancée à {ss5}:}{reg0?,{s60}:}
qstr_Messenger_{s65}|Messager {s65}
qstr_Envoy_{s65}|Émissaire {s65}
qstr_Consul_{s65}|Consul {s65}
qstr_Legate_{s65}|Légat {s65}
qstr_Missi_Dominici_{s65}|Missi Dominici {s65}
qstr_{s65}|{s65}
qstr_{s10}{reg0?__who{s60|{s10}{reg0? (qui{s60}):}
qstr_{s11}__{s61}_|{s11} ({s61})
qstr_{s0}_Trade_Ledger_Ar|{s0} Tableau du livre de marchand
qstr_Hold|Maintenir
qstr_{s1}_x{reg0}|{s1} x{reg0}
qstr_Hold_Fire|Maintenir Tirs
qstr_Fire_at_Will|Feu à volonté
qstr_Use_Shield|Utiliser bouclier
qstr_Back_10_Paces|Recul de 10 Pas
qstr_{s2}^{s1}|{s2}^{s1}
qstr_No_Position_Orders|Pas d'ordres de position
qstr_No_Weapons_Orders|Pas d'ordres d'armes
qstr_ready_bows_and_missi|arcs et missiles prêts
qstr_ready_side_arms|armes de flanc prêtes
qstr_ready_two_handers|armes à 2 mains prêtes
qstr_ready_polearms|armes d'hast prêtes
qstr_brandish_shields|brandir boucliers
qstr_doff_your_shields|ôter boucliers
qstr_shields_at_will|boucliers à sa guise
qstr_avoid_melee|éviter les corps à corps
qstr_stand_and_fight|position et se battre
qstr_prepare_to_volley|préparer salve
qstr_end_volley|fin salve
qstr_brace_for_charge|soutien charge
qstr_remove_brace_and_fig|arrêter soutien et se battre
qstr_Everyone|Tout le monde
qstr_No_Troops_Left.|Pas de troupes.
qstr_Undefined!|Indéfini!
qstr_ranks|lignes
qstr_shield_wall|Mur-Bouclier
qstr_wedge|en pique
qstr_square|en carré
qstr_up|haut
qstr_Not_enough_troops_in|Pas assez de troupes {s2} pour formation {s1}.
qstr_Random|Aléatoire
qstr_Hard|Difficile
qstr_Normal|Normal
qstr_Easy|Facile
qstr_{s2}^|{s2}^
qstr_Difficulty_Settings|Options de difficulté
qstr_Grand_Principality|Grande principauté
qstr_{s2}_{s1}|{s2} {s1}
qstr_{s1}_of_{s2}|{s1} of {s2}
qstr_{s3}_{s2}|{s3}, {s2}
qstr___{reg1}_{reg2}__|( {reg1}, {reg2} )
qstr_+{reg2}|+{reg2}
qstr_You_came_into_the_wor|Vous êtes {reg3?la fille:le fils} d'une famille de nobles sur le déclin, ne possédant plus que la maison dans laquelle ils vivaient. Malgré cela et en dépit des épreuves qu'elle endurait, votre famille vous a offert une éducation de qualité et vous a préparé très tôt à affronter la rigidité aristocratique et la vie à la cour.
qstr_You_were_born_the_{re|Vous êtes {reg3?la fille:le fils} de marchands itinérants, migrant sans cesse d'un lieu à l'autre en quête de profit. Bien que vos parents furent plus aisés que la moyenne et qu'ils vous éduquèrent du mieux qu'ils le purent, vous n'avez eu que peu d'occasions de vous faire des amis en arpentant les routes, consacrant le plus clair de votre temps à faire du négoce avec les personnes que vous croisiez.
qstr_As_a_child_your_famil|Enfant, votre famille s'en sortait tant bien que mal avec la maigre solde que touchait votre père, travaillant alors comme garde pour un seigneur de la région. Vous n'avez pas mené une existence facile, trop pauvre pour recevoir ne serait-ce qu'une éducation. C'est pour ainsi dire la rue qui vous a appris à vous défendre, à mains nues mais également avec une arme.
qstr_You_were_the_{reg3?da|Vous êtes {reg3?la fille:le fils} d'une famille qui vivait de ce que les bois pouvaient lui offrir. Vos parents faisaient le nécessaire pour joindre les deux bouts : chasse, coupe du bois, fabrication de flèches et même braconnage de temps à autres en période de vaches maigres. L'hiver n'a jamais été une saison favorable pour votre famille en raison du froid, qui emportait aussi bien les animaux que les hommes. Cependant, vous avez toujours pu survivre pour voir un autre jour se lever. Vos frères et soeurs, quant à eux, n'eurent pas tous la même chance.
qstr_You_were_a_child_of_t|Vous êtes un enfant des steppes, d'une tribu de nomades parcourant les plaines arides qu'ils parsemaient de camps imposants. Comme les autres membres de la tribu, votre famille soignait les chevaux avec le plus grand respect et ils vous apprirent à les monter alors que vous saviez à peine marcher.
qstr_As_the_{reg3?daughter|En tant que {reg3?fille:fils} de voleur, votre parcours scolaire fut plus que limité. Au lieu d'assister aux cours, vous sortiez dans la rue, d'abord mendiant et quémandant, puis vivant de menus larcins, apprenant à soulager les bourses des riches bourgeois et à crocheter les serrures. Voilà qui résume assez bien toute votre enfance. Ces longues années vous ont néanmoins rendu habile et à l'affût des secrets enfouis dans les villes et autres voies détournées.
qstr_As_a_{reg3?girl:boy}_grow|{reg3?Adolescente:Adolescent}, on vous envoya vivre à la cour d'un noble de la région. Là-bas vos premières leçons de vie vous enseignèrent l'humilité, en servant les seigneurs et les dames du logis. Mais par le biais de leurs parties d'échec, leurs commérages et même le récit de leurs exploits et de leurs amours courtois, vous avez rapidement commencé à comprendre le monde des adultes, fait de conflits et de compétitions. Vous avez également découvert la brutalité des jeux auxquels s'adonnaient les autres enfants, consistant à se battre mutuellement avec des bâtons à l'image des épées de leurs ainés.
qstr_As_a_{reg3?girl:boy}_growi|{reg3?Adolescente:Adolescent}, vous avez commencé un apprentissage chez un artisan de la région en vue d'apprendre une profession. Après des années de dur labeur sous les ordres de votre nouveau maître, il vous promut compagnon et vous employa comme artisan à part entière pour aussi longtemps que vous le souhaiteriez.
qstr_As_a_{reg3?girl:boy}_growin|{reg3?Adolescente:Adolescent}, vous avez commencé un apprentissage chez un riche marchand, apprenant le métier au fil des ans, de boutiques en caravanes ambulantes. Vous avez rapidement maîtrisé l'art d'acheter à bas prix pour revendre au prix fort, tout en laissant croire à vos clients qu'ils avaient fait une bonne affaire.
qstr_As_a_{reg3?girl:boy}_growing|{reg3?Adolescente:Adolescent}, vous vous réfugiez dans les rues, survivant comme vous le pouviez, mendicité, vol. Vous travailliez même avec des bandes pour gagner votre pain, vivant au jour le jour dans ce monde de violence mais toujours avec une longueur d'avance sur les autorités et les personnes mal intentionnées à votre égard.
qstr_As_a_{reg3?girl:boy}_growing_|{reg3?Adolescente:Adolescent}, vous chevauchiez déjà dans les immenses plaines sur votre propre cheval, s'habituant à l'herbe et au désert. Bien que parfois vous avez eu faim, vous êtes {reg3?devenue une:devenu un} habile {reg3?chasseresse:chasseur} et un guide dans ce pays sans repère. Votre corps s'est musclé et vous avez grandi dans une vie de nomade.
qstr_{reg3?woman:man}|{reg3?femme:homme}
qstr_{reg3?girl:boy}|{reg3?fille:garçon}
qstr_a_cleric_acolyte|Acolyte d'un moine
qstr_Though_the_distinction_felt|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une femme:un homme}, et le monde autour de vous sembla totalement différent. Lorsque vous avez été {reg3?nommée écuyère:nommé écuyer} d'un noble à la cour, vous avez pratiqué les armes pendant de longues heures pour apprendre comment faire face à des coups et aussi comment les donner. Vous avez assimilé vos obligations envers votre seigneur, et vos fonctions envers ceux qui pourraient un jour être vos vassaux. En plus d'apprendre l'idéal chevaleresque, vous avez également appris le côté le moins exaltant, les vieilles histoires de guerriers et de la politique de la puissance impitoyable, des trahisons et des usurpations, l'utilisation de la ruse aussi bien que de la bravoure pour atteindre leurs objectifs.
qstr_{reg3?daughter:man}|{reg3?fille:homme}
qstr_Though_the_distinction_felt_|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Vous avez rejoint le cercle très fermé des femmes de la cour, des dames qui ne s'autorisaient aucun écart de féminité, les épouses et les maîtresses de nobles de même que les demoiselles qui cherchaient à se marier. Cependant, même ici il était question de politique quand vous travailliez, les dames de la cour complotant pour leurs intérêts et se disputant âprement les égards des hommes célibataires en vue à la cour. Vous avez très vite appris à tourner ces situations et ces manigances à votre avantage. C'est à ce moment-là que vous avez pris conscience que vous pouviez exercer une grande influence sur le monde, si seulement vous vous appliquiez à être un tant soit peu subtile.
qstr_Though_the_distinction_felt_s|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Vous partez à l'aventure, votre instrument sanglé dans votre dos et votre voix pour seules richesses. Vous meniez une existence miséreuse et n'aviez pas de quoi vous nourrir tous les soirs , surtout quand votre public n'appréciait pas votre façon de jouer. Vous avez tout de même réussi à survivre par votre seule musique. Au fil des ans, vous êtes {reg3?devenue une habituée:devenu un habitué} des tavernes, divertissant exclusivement les foules ivres et déliant pour ainsi dire toutes les langues lorsque vous le vouliez.
qstr_Though_the_distinction_felt_su|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une femme:un homme}, et le monde autour de vous sembla totalement différent. Vous vous trouviez dans l'université d'une grande ville où vous avez étudié la théologie, la philosophie et la médecine. Cependant, votre enseignement ne se limitait pas aux amphithéâtres. Il arrivait que vous vous joigniez à vos camarades, errant dans les ruelles en quête de vin, de sexe et de bonnes bagarres. Néanmoins, il vous arrivait aussi d'assister à des scènes de bris de mâchoires ou de constater qu'on pouvait persuader un citadin furieux de déposer les armes et d'accepter la destruction de sa boutique en contrepartie d'une bonne compensation pécuniaire.
qstr_Though_the_distinction_felt_sud|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Entendant l'appel de la route qui s'ouvrait devant vous, vous avez voyagé de villages en villages, achetant et vendant ce que vous pouviez. Vous ne meniez pas une existence particulièrement prospère mais vous étiez passé maître dans l'art d'escroquer même les plus indécrottables avares. Très vite, il vous apparut clair que seriez dans une position favorable pour commencer à bâtir votre propre empire commercial.
qstr_Though_the_distinction_felt_sudd|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Vous poursuiviez une carrière de forgeron, confectionnant des objets aussi beaux qu'utiles à partir de simples métaux. La vie suivait son cours et vous étiez peu à peu en train de devenir une sommité dans la profession, la qualité de vos services commençant à vous rapporter gros. Le ventre plein et du travail sur les bras, vous pouviez vous sentir fier du travail accompli et de votre réputation grandissante.
qstr_Though_the_distinction_felt_sudde|Sans que vous y prêtiez attention, la vie avait fait de vous {reg3?une:un} {s13}, et le monde autour de vous sembla totalement différent. Insatisfait des travaux communs et de ce que cela rapportait, vous avez décidé d'utiliser les forêts du seigneur local, maudites sont les lois. Vous chassez des cerfs, des sangliers et des oies pour vendre discrètement cette précieuse viande sous la table. Les hivers, vous coupez des arbres sous le nez des gardes pour les transformer en bois de chauffage. Le tout pour un peu d'argent, bien sûr.
qstr_Only_you_know_exactly_wha|Vous seul{reg3?e:} connaissez les vraies raisons pour abandonner votre ancienne vie afin de partir à l'aventure. Néanmoins, le choix ne fut pas difficile, votre cœur étant consumé par une colère ardente. Vous avez soif de vengeance. Vous avez soif de justice. Ce que vous avez subi ne peut être oublié et seul le sang saura étancher votre soif.
qstr_Only_you_know_exactly_what|Vous seul{reg3?e:} connaissez les vraies raisons pour abandonner votre ancienne vie afin de partir à l'aventure. Tout ce que vous pouvez dire, c'est que vous ne supportiez plus de rester dans ces lieux hantés par les souvenirs d'êtres tant aimés et tant regrettés. Peut-être que votre nouvelle vie vous permettrait d'oublier le passé ou d'honorer un nom que vous n'osez plus prononcer.
qstr_Only_you_know_exactly_what_|Vous seul{reg3?e:} connaissez les vraies raisons pour abandonner votre ancienne vie afin de partir à l'aventure. Vous ne savez plus depuis quand votre maison est devenue votre prison, depuis quand le trivial a remplacé le familier, mais vos rêves d'aventures ont pris le contrôle de votre vie. Qu'il s'agisse de lointaines contrées ou même simplement, de prendre la route et de voyager librement, vous vous languissiez au point de ne plus pouvoir supporter de rester au même endroit. Vous êtes parti{reg3?e:} sans même vous retourner.
qstr_Only_you_know_exactly_what_c|Vous seul{reg3?e:} connaissez les vraies raisons pour abandonner votre ancienne vie afin de partir à l'aventure. Cependant, vous savez que vous ne pouvez pas faire marche arrière. Il n'existe pas d'endroit où vous puissiez revenir. Votre vie d'antan n'est plus. Désormais, vous devrez affronter par vous-même le monde dans son immensité, solitaire dans l'échec comme dans la gloire.
qstr_Only_you_know_exactly_what_ca|Vous seul{reg3?e:} connaissez les vraies raisons pour abandonner votre ancienne vie afin de partir à l'aventure. Aux yeux de tous, seul compte votre intérêt personnel. Vous voulez tout, la richesse, le pouvoir et les honneurs. Vous voulez que l'on s'empresse de vous obéir, que l'on connaisse votre nom et que l'on tremble rien qu'en le prononçant. Vous voulez tout, et rien ne vous arrêtera.
qstr_a_sense_of_duty|un sens du devoir
qstr_You_got_{reg1}_extra|Vous gagnez {reg1} d'expérience en raison de vos compétences.
qstr_You_got_{reg1}_weapo|Vous gagnez {reg1} {reg2?points:point} d'arme.
qstr_{reg3?{s1}_s_profici|{reg3?La maîtrise de {s1} dans {s2}s'est améliorée de {reg2} à {reg1}.:La maîtrise {s2}de {s1} est maintenant de {reg1}.}
qstr_You_got_keys_of_dung|Vous obtenez les clés du donjon.
qstr_Go_near_the_chest_an|Allez près du coffre et maintenez enfoncé le bouton droit de la souris pendant un temps, alors vous pouvez déposer ou retirer de l'argent.
qstr_You_have_been_knocke|Vous avez été frappé par l'ennemi. Regarder vos hommes continuer la bataille sans vous ou appuyez sur Tab pour battre en retraite.
qstr_To_watch_the_fight_y|Pour regarder le combat, vous pouvez utiliser les touches Z, Q, S, D, clavier num +/clavier num -, et clavier num 1,2,3,4,6,8 pour la rotation de la caméra.
qstr_Everyone_you_know_wh|Tout le monde, vous savez quoi faire, en position !
qstr_{reg2?You:Your_mount|{reg2?Vous recevez:Votre monture reçoit} {reg1} de dégats supplémentaires !
qstr_{reg2?You_strike:You|{reg2?Vous frappez:Votre cheval charge} pour un bonus de {reg1} dégats !
qstr_You_whistle_for_your|Vous sifflez votre cheval.
qstr_Your_horse_received_|Votre cheval subit {reg1} de dégats par une lance !
qstr_Braced_{s1}_dealt_{r|Soutien {s1} pour {reg1} de dégats !
qstr_Bracing_{s1}_for_cha|Soutien {s1} pour attaquer.
qstr_You_must_stay_behind|Vous devez rester derrière la ligne, le point ne compte pas.
qstr_End_the_sparring_mat|Fin du combat d'entraînement ?
qstr_Tutorial|Tutoriel
qstr_No_one|Aucun
qstr_{s31}|{s31}
qstr_red|rouge
qstr_blue|bleu
qstr_green|vert
qstr_yellow|jaune
qstr_Tester|Testeur
qstr__Next_pay_day:_{s1}| Prochaine paye : {s1}
qstr_{s1}^^Affiliated_to_|{s1}^^Affiliation au {s5}
qstr_No_companions_in_par|Pas de compagnon dans le groupe !
qstr_{reg3?daughter:son}|{reg3?fille:fils}
qstr_You_were_the_{reg3?d|Vous étiez {reg3?la fille:le fils} d'une famille vivant dans les bois, faisant ce qu'il fallait pour joindre les deux bouts : chasser, couper le bois, fabriquer des arcs et même un peu de braconnage quand les temps devenaient durs. L'hiver n'était pas la meilleure période pour votre famille, le froid faisait mourir aussi bien les animaux que les gens. Mais vous avez survécu, tandis que vos frères et soeurs n'ont pas tous eu votre chance.
qstr_You_were_a_child_of_|Vous êtes enfant des steppes, {reg3?née:né} dans une tribu de nomades habitant d'immenses campements dans les plaines arides, au gré de leurs errances. Comme les autres membres de la tribu, votre famille attachait une importance capitale aux chevaux et vous avez appris à les monter avant de savoir marcher.
qstr_As_the_{reg3?daughte|En tant que {reg3?fille:fils} d'un voleur, l'éducation qui vous a été prodiguée ne fut pas vraiment "scolaire". Vous avez plutôt passé votre temps dans les rues, d'abord mendiant et quémandant, puis vivant de menus larcins, apprenant à soulager les bourses des riches bourgeois et à crocheter les serrures. Voilà qui résume assez bien toute votre enfance. Ces longues années vous ont néanmoins rendu {reg3?dégourdie:dégourdi} et à l'affût des secrets enfouis dans les villes et les arrière-cours.
qstr_As_a_{reg3?girl:boy}|{reg3?Adolescente:Adolescent}, on vous envoya vivre à la cour d'un noble de la région. Là-bas vos premières leçons de vie vous enseignèrent l'humilité, en servant les seigneurs et les dames du domaine. Mais par le biais de leurs parties d'échec, leurs commérages et même le récit de leurs exploits et de leurs amours courtois, vous avez rapidement commencé à comprendre le monde des adultes, fait de conflits et de compétitions. Vous avez également découvert la brutalité des jeux auxquels s'adonnaient les autres enfants, consistant à se battre avec des bâtons à l'image des épées de leurs ainés.
qstr_As_a_{reg3?girl:boy}_|{reg3?Adolescente:Adolescent}, vous êtes {reg3?devenue l'apprentie:devenu l'apprenti} d'un artisan local. Après plusieurs années de dur labeur et d'étude auprès de votre nouveau maître, il vous a {reg3?promue:promu} compagnon et vous a {reg3?embauchée:embauché} comme artisan à plein temps pour aussi longtemps qu'il vous plaira.
qstr_As_a_{reg3?girl:boy}_g|{reg3?Adolescente:Adolescent}, vous êtes {reg3?devenue l'apprentie:devenu l'apprenti} d'un riche marchand, apprenant le métier au fil des ans, de boutiques en caravanes ambulantes. Vous avez rapidement maîtrisé l'art d'acheter à bas prix pour revendre au prix fort, tout en laissant croire à vos clients qu'ils avaient fait une bonne affaire.
qstr_As_a_{reg3?girl:boy}_gr|{reg3?Adolescente:Adolescent} vous avez pris la rue, faisant tout ce qu'il faut pour survivre. Mendiant, volant ou travaillant pour des bandits, vous viviez au jour le jour dans ce monde violent, toujours un peu au dessus des lois et de ceux qui vous voulaient du mal.
