qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr_{s5}_has_the_greatest_|{s5} ma największe poparcie wśród lordów państwa o nazwie {s4} do bycia marszałkiem, ale {s0} odrzucił zaszczyt wyboru.
qstr_{s5}_has_the_greatest_s|{s5} ma największe poparcie wśród lordów państwa o nazwie {s4} do otrzymania {s1}, ale {s0} odrzucił zaszczyt wyboru.
qstr_{s1}_is_the_new_mars|{s1} Jest nowym marszałkiem ({s2}).
qstr_You_gained_{reg12}_r|Zdobywasz {reg12} renomy.
qstr_You_lose_{reg12}_ren|Tracisz {reg12} renomy.
qstr_Your_relation_with_{|Twoje stosunki z miejscowośćią {s1} uległy poprawie.
qstr_Your_relation_with_{s|Twoje stosunki z miejscowośćią {s1} uległy pogorszeniu.
qstr_You_gain_honour.|Zyskujesz honor.
qstr_You_lose_honour.|Tracisz honor.
qstr_{s1}_has_declared_wa|{s1} wypowiedział wojnę przeciw państwu o nazwie {s2}.
qstr_{s0}_is_laying_siege|{s0} oblega {s1}.
qstr_{s0}_is_patrolling_a|{s0} patroluje okolice {s1}.
qstr_{s0}_is_raiding_arou|{s0} atakuje okolice {s1}.
qstr_{s0}_is_engaging_{s1|{s0} is engaging {s1}.
qstr_{s0}_is_accompanying|{s0} is accompanying {s1}.
qstr_{s0}_is_screening_th|{s0} is screening the advance of {s1}.
qstr_{s0}_is_trading_with|{s0} handluje z {s1}.
qstr_{s0}_is_retreating_t|{s0} is retreating to {s1}.
qstr_{s0}_is_visiting_{s1|{s0} odwiedza {s1}.
qstr_{s1}_and_{s2}_have_m|{s1} i {s2} zawarły ze sobą pakt pokojowy.
qstr_{s2}_{reg3?was:is_cu|{s2} {reg3?był{reg4?a:} w miejscowości:odwiedza właśnie} {s3}.
qstr_{s2}_{reg3?was:is}_t|{s2} {reg3?był{reg4?a:}:jest} w drodze do miejscowości {s3}. Podejrzewam, że {reg3?:w chwili obecnej }{reg3?był{reg4?a:}:powin{reg4?na:ien} być} już nieopodal miejscowości o nazwie {s4}.
qstr_{s2}_{reg3?was:is}_tr|{s2} {reg3?był{reg4?a:}:jest} w drodze do miejscowości {s3}. Podejrzewam, że {reg3?:w tym momencie }{reg3?był{reg4?a:}:powin{reg4?na:ien} być} pomiędzy  {s4} a {s1}.
qstr_{s2}_{reg3?was:is}_i|{s2} {reg3?był{reg4?a:}:jest obecnie} w trasie. Podejrzewam, że {reg3?:w tym momencie }{reg3?był{reg4?a:}:powin{reg4?na:ien} być} już nieopodal miejscowości o nazwie {s3}.
qstr_{s2}_{reg3?was:is}_in|{s2} {reg3?był{reg4?a:}:jest obecnie}  w trasie. Podejrzewam, że {reg3?:w tym momencie }{reg3?był{reg4?a:}:powin{reg4?na:ien} być} pomiędzy {s3} a {s1}.
qstr_{s2}_{reg3?was:is}_b|{s2} {reg3?był{reg4?a:}:jest obecnie} w niewoli w miejscowości o nazwie {s3}.
qstr_{s2}_{reg3?was:has_b|{s2} {reg3?był{reg4?a:}:był{reg4?a:}} w niewoli u {reg4?swoich:swoich} wrogów.
qstr_{reg3?{s2}_s_locatio|{reg3?{s2} - położenie nieznane:Nie wiem, gdzie jest {s2}}.
qstr_{s6}_has_joined_your|{s6} dołącza do drużyny.
qstr_You_now_owe_{reg2}_d|Masz teraz dług w wysokości {reg2} denarów u osoby o imieniu {s1}.
qstr_Renown_value_for_thi|Stawka renomy tej bitwy wynosi {reg8}.
qstr_You_have_run_into_a_|Wpadasz w zasadzkę!
qstr_You_are_attacked_by_|Atakuje cię grupa bandytów!
qstr_Holding|Oczekiwanie
qstr_Following|Podążanie
qstr_Charging|Atak
qstr_Advancing|Przemieszczanie się
qstr_Falling_Back|Wycofywanie się
qstr_Standing_Closer|Podchodzenie bliżej
qstr_Spreading_Out|Rozpraszanie się
qstr_Standing|Stanie
qstr_Any_Weapon|Dowolna broń
qstr_Blunt_Weapons|Broń obuchowa
qstr_Your_soldiers_patroll|Twoi żołnierze patrolujący {s6} zdezerterowali, ponieważ porzuciłeś swoją frakcję!
qstr_{s1}_Rebels|{s1} należy do rebeliantów
qstr_Given_by:_{s62}|Wręczone przez: {s62}
qstr_Given_on:_{s60}|Data wręczenia: {s60}
qstr_You_have_{reg0}_days|Masz {reg0} dni, aby ukończyć to zadanie.
qstr_This_quest_has_been_|Zadanie zbliża się ku końcowi. {s59} jest osobą, z którą musisz porozmawiać, aby je ukończyć.
qstr_This_quest_has_been_s|Zadanie zostało pomyślnie ukończone. {s59} wręczy ci nagrodę.
qstr_This_quest_has_faile|Zadanie zakończyło się porażką. {s59} czeka na twoje wyjaśnienia.
qstr_At_the_time_quest_wa|Dodatkowe informacje o zadaniu:^{s1}
qstr_{s5}_has_a_strength_|{s5} dysponuje łączną siłą {reg1} ludzi.
qstr_The_last_time_you_sa|Ostatni raz, kiedy {reg1?ją:go} widział{eś/aś}, {s1}
qstr_The_last_time_you_he|Ostatni raz, kiedy o {reg1?niej:nim} słyszał{eś/aś}, {s1}
qstr_Current_garrison_con|Bieżący garnizon składa się z {reg5} ludzi.^Zapas żywności wystarczy na {reg6} dni.
qstr_Very_Poor|Bardzo biedny
qstr_Poor|Ubogi
qstr_Average|Przeciętny
qstr_Rich|Bogaty
qstr_Very_Rich|Bardzo bogaty
qstr_Manor|Majątek dworski
qstr_A_manor_lets_you_res|Majątek dworski pozwala odzyskać siły w wiosce i zapłacić oddziałom połowę żołdu podczas odpoczynku.
qstr_Mill|Młyn
qstr_A_mill_increases_vil|Młyn zwiększa dobrobyt w wiosce o 5%.
qstr_Watch_Tower|Wieża Obserwacyjna
qstr_A_watch_tower_lets_t|Wieża obserwacyjna pozwala mieszkańcom wcześniej podnieść alarm. Czas, który wróg musi poświęcić na splądrowanie wioski wydłuża się o 50%.
qstr_School|Szkoła
qstr_A_shool_increases_th|Szkoła zwiększa lojalność mieszkańców o +1 w każdym miesiącu.
qstr_Messenger_Post|Siedziba posłańców
qstr_A_messenger_post_let|Siedziba posłańców umożliwia mieszkańcom przekazanie ci wiadomości o zbliżającym się wrogu, nawet jeśli jesteś daleko stąd.
qstr_Barracks|Koszary
qstr_A_Barracks_helps_to_|Koszary pomagają w szkoleniu lepszych jednostek.
qstr_Prison_Tower|Wieża więzienna
qstr_A_prison_tower_reduc|Wieża więzienna redukuje szanse ucieczki przetrzymywanych więźniów.
qstr_Prosperity_of_{s2}_h|Status zamożności w {s2} zmienił się z poziomu: {s3} na {s4}.
qstr_{s4}_looks_upset.|{s4} wygląda na rozgniewanego.
qstr_your_party|twoja drużyna
qstr_{reg0?One_of_your_pr|{reg0?Jeden z twoich więźniów, :}{s1} ({s3}) uciekł z niewoli!
qstr_You_brought_{reg3}_h|Zaganiasz {reg3} szt. bydła do wsi {s1}.
qstr_I_heard_that_there_w|Doszły mnie słuchy, że wkrótce w miejscowości {s62} będzie organizowany turniej.
qstr_I_heard_some_people_|Doszły mnie słuchy, że niektórzy ludzie nie wierzą w śmierć osoby o imieniu {s6}.
qstr_I_heard_a_traveller_|Doszły mnie słuchy, że pewien podróżnik mówił, iż natknął się na osobe o imieniu {s6} podczas swej wędrówki poza tymi ziemiami.
qstr_I_heard_that_{s6}_in|Doszły mnie słuchy, że {s6} zamierza stworzyć wielką armię i przejąć tron {s61}.
qstr_I_heard_that_one_can|Doszły mnie słuchy, że {s62} można bardzo tanio kupić w miejscowości {s63}.
qstr_I_heard_that_they_pa|Doszły mnie słuchy, że {s62} jest nieźle płatnym towarem w miejscowości {s63}.
qstr_two_days_ago|dwa dni temu
qstr_{s9}^^^Level:_{reg3}|{s9}^^^Poziom: {reg3}^Zdrowie: {reg2}%^Morale: {reg4}
qstr_Morale:_{reg0}^^Orig|Morale: {reg0}^^Pochodzenie: {s21}
qstr_State:_Riding|Grupa: Jazda
qstr_State:_On_foot|Grupa: Piechota
qstr__{reg1}%| {reg1}%
qstr_{s1}^{reg2}|{s1}^{reg2}
qstr_{s1}^^{reg1}|{s1}^^{reg1}
qstr_Best_threat_of_{s4}_|{s4} - najmocniejsza groźba ma wartość {reg1}
qstr_No_center_found_to_d|Nie znaleziono centrum do obrony
qstr_You_gain_right_to_ru|Zyskujesz prawo panowania.
qstr_You_lose_right_to_ru|Tracisz prawo panowania.
qstr_{s0}^{s1}|{s0}^{s1}
qstr__{reg50}{reg51}_|({reg50},{reg51})
qstr_{s1}_have_sold_{reg1|{s1} sprzedał {reg1} {reg3?przedmiotów:przedmiotów} i zarobiłeś {reg2} {reg4?denarów:denar}.
qstr_You_have_bought_{reg|Kupiłeś {reg2} {reg4?rodzaje:rodzaj} jedzenia i wydałeś {reg1} {reg3?denarów:denar}.
qstr_You_have_sold_{reg2}|Sprzeałeś {reg2} {reg4?rodzaje:rodzaj} zgniłego jedzenia i zarobiłeś {reg1} {reg3?denarów:denar}.
qstr_Bonus!_A_{s1}{s2}.|Bonus! A {s1}{s2}.
qstr_{reg4}_killed_{reg5}|{reg4} zabitych, {reg5} rannych
qstr_{s0}^{s1}:_{reg3}__{|{s0}^{s1}: {reg3} ({s2})
qstr_{s0}^{s1}_ally_:_{re|{s0}^{s1}(sojusznik): {reg3} ({s2})
qstr_{s0}^{s1}_enemy_:_{r|{s0}^{s1}(wróg): {reg3} ({s2})
qstr_Mercenaries|Najemnicy
qstr_Outlaws|Przestępcy
qstr_Sword_Sisters|Siostry miecza
qstr_Freelancers|Wolni strzelcy
qstr_{s0}{s1}|{s0}{s1}
qstr_You_came_into_the_wo|Pszyszedłaś/eś na świat jako{reg3?córka:syn} w podupadłej szlacheckiej rodzinie,                                  Posiadając tylko dom w którym żyli. Jednakże, pomimo rodzinnych trudności,                                zadbali o twoją edukację i odbyciu dzieciństwa na arystokratycznym dworze.
qstr_You_were_born_the_{r|Jesteś {reg3?córką:synem} podróżujących kupców,                                 którzy w poszukiwaniu zysków przenoszą się z miejsca na miejsce. Twoi rodzice byli bogatsi od większości innych kupców                                  i wyedukowali cię tak, jak potrafili. Niestety, wiedza jaką zdobyłeś nie jest wystarczającą w nawiązywaniu wielu przyjaźni w czasie podróży,                                a życie towarzyskie sprowadza się do krótkich chwil postojów, kiedy można coś komuś sprzedać.
qstr_As_a_child_your_fami|Podczas dzieciństwa twoja rodzina utrzymywała się z kiepskiej pensji ojca,                                  który pracował jako strażnik dla miejscowego lorda. Nie było to łatwe życie, przez co niemożliwe było również uzyskanie                                dobrego wykształcenia. Twoja nauka sprowadza się głównie do tego, jak obronić się na ulicy, z bronią lub bez niej.
qstr_You_were_the_{reg3?d|Jesteś {reg3?córką:synem} rodziny, która żyła w lasach,                                  robiąc wszystko co możliwe, by związać koniec z końcem. Polowanie, ścinanie drzew, wyrabianie strzał,                                  nawet kłusownictwo, wszystko to jest na porządku dziennym. Zima nigdy nie była przyjazną porą dla twojej rodziny                                  ponieważ zimno zabierało i ludzi i zwierzęta, zawsze jednak udaje ci się przetrwać do następnego poranka,                                choć twoi bracia i siostry nie mieli tyle szczęścia.
qstr_You_were_a_child_of_|Jesteś dzieckiem stepów, urodzonym w koczowniczym plemieniu nomadów żyjących                                  w wielkich obozach na równinach.                                  Jak w przypadku wszystkich współplemieńców, twoja rodzina ceni konie ponad wszystko, dzięki czemu lekcje                                jazdy konnej wyprzedziły lekcje chodzenia.
qstr_As_the_{reg3?daughte|Jako {reg3?córce:synowi} złodzieja, nie udaje ci się zdobyć niczego więcej, jak tylko ''formalnej'' edukacji.                                  Twoje życie toczy się na ulicach i do momentu poznania sztuki kradzieży sprowadza się do żebrania.                                 Później przychodzi nauka otwierania zamków, która zdominowała twoje dzieciństwo.                              Te długie lata sprawiają jednak, że doskonale radzisz sobie w mieście i w jego mrocznych, tylnych alejkach.
qstr__You_were_born_years| {Urodziłeś/Urodziłaś} się lata temu w odległym kraju. Twój ojciec był {s2}. {s3}
qstr_As_a_{reg3?girl:boy}|Jako {reg3?dorastającą dziewczynę:dorastającego chłopca},                                  wysłano cię na dwór jednego z okolicznych arystokratów.                                  Pierwsze lekcje są nauką uniżoności i oczekiwania na właścicieli majątku.                                  Jednak obserwacja gier w szachy, wysłuchiwanie plotek, a nawet poezji o wielkich czynach i dworskiej miłości pozwalają ci poznać dorosły świat konfliktów                                i konkurencji. Dobrą nauką są również zabawy innych dzieci, które okładały się drewnianymi pałkami imitującymi miecze dorosłych.
qstr_As_a_{reg3?girl:boy}_|Jako {reg3?dorastająca dziewczyna uczyłaś:dorastający chłopak uczyłeś}                                  się u miejscowego rzemieślnika. Po wielu latach ciężkiej pracy i doskonalenia umiejętności                                  nowy mistrz awansuje cię na czeladnika i zatrudnia w roli pełnopłatnego rzemieślnika na dowolnie wybrany przez ciebie czas.
qstr_As_a_{reg3?girl:boy}_g|Jako {reg3?dorastającą dziewczynę:dorastającego chłopca},                                  przekazano cię bogatemu kupcowi z myślą o nauce handlu w sklepach i karawanach.                                  Szybko udaje ci się zdobyć doświadczenie i poznać sztukę taniego zakupu, drogiej sprzedaży i przekonywania klienta                                że zrobił świetny interes.
qstr_As_a_{reg3?girl:boy}_gr|Jako {reg3?dorastającą dziewczynę:dorastającego chłopca},                                  wysłano cię na ulicę, gdzie twoim zadaniem było najzwyklejsze przetrwanie.                                  żebractwo, kradzież i praca dla podejrzanych band pozwalają zarobić na chleb, przeżyć kolejny dzień w tym okrutnym świecie,                                i nauczyć się być zawsze o krok przed prawem i tymi, którzy źle ci życzyli.
qstr_As_a_{reg3?girl:boy}_gro|Jako {reg3?dorastającą dziewczynę:dorastającego chłopca},                                  wysłano cię na rozległe stepy na własnym koniu, gdzie nauka sprowadzała się do poznawania trawy i pustyni.                                  Choć czasami dręczy cię głód, na tym pustkowiu udaje ci się zostać zręcznym myśliwym i tropicielem.                                Twoje ciało również zaczyna twardnieć wraz z kolejnymi latami przeżytymi jako {reg3?kobieta:mężczyzna}-nomad.
qstr_{s1}^^_You_started_t|{s1}^^ W twoim przypadku poznawanie otaczającego świata rozpoczęło się jeszcze przed nauką mówienia i chodzenia                  Młodzieńcze lata {reg3?spędziłaś:spędziłeś} będąc {s2}. {s3}
qstr_Though_the_distincti|Choć poczucie różnic przychodzi niespodziewanie,                                  gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się.                                  Kiedy dołączasz do szlachty na dworze, twoja nauka wiąże się z długimi godzinami spędzonymi na walce bronią,                                  zadawaniu uderzeń i ich przyjmowaniu.                                  Poinstruowano cię w zakresie obowiązków względem pana oraz względem tych, którzy pewnego dnia mogą zostać twoimi wasalami.                                  Poza nauką rycerskich ideałów udaje ci się również poznać nieco mniej wyniosłe strony                                 - opowieści starych wojowników o bezwzględnej polityce, zdrajcach i uzurpatorach,                                czy o ludziach, którzy dla osiągnięcia swoich celów uciekają się do podstępu.
qstr_Though_the_distinctio|Choć poczucie różnic przychodzi niespodziewanie,                                  gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się.                                  Dołączasz do zamkniętego koła kobiet na dworze, pań, które doskonale znają się na kobiecych sprawach,                                  żon i nałożnic arystokratów, jak również dziewic, które jeszcze nie znalazły mężów.                                  Jednak nawet w tym miejscu działa polityka i kobiety walczą ze sobą zawzięcie                                  o serca wolnych mężczyzn.                                  Po krótkim czasie dobrze już wiesz, jak wykorzystywać takie sytuacje we własnym interesie. Jak się okazuje                                  potrafisz mieć naprawdę duży wpływ na otaczający cię świat, jeśli tylko                                zastosujesz przy tym odrobinę subtelności.
qstr_Though_the_distinction|Choć poczucie różnic przychodzi niespodziewanie,                                  gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się.                                 Wyruszasz ku własnemu przeznaczeniu z instrumentem przewieszonym przez plecy i własnym głosem.                                  Jest to kiepski żywot z wieloma nocami głodówki, kiedy ludzie nie doceniają twojej gry,                                  jednak udaje ci się przetrwać dzięki samej muzyce. Po kilku latach zdobywasz wielkie doświadczenie związane z                                grą w pijackich tawernach, jak również z przekonywaniem innych do swoich racji.
qstr_Though_the_distinction_|Choć poczucie różnic przychodzi niespodziewanie,                                  gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się.                                  Zostajesz studentem na uniwersytecie w jednym z wielkich miast,                                  ucząc się teologii, filozofii i medycyny.                                  Ale nie wszystkie twoje lekcje odbywają się na salach wykładowych.                                  Wraz z przyjaciółmi nie raz odwiedzasz również uliczki w poszukiwaniu wina, {reg3?towarzystwa:kobiet} i {reg3?zaczepki:bijatyki}.                                  Dokładnie jednak wiesz, w jaki sposób nastawić złamaną szczękę,                                oraz jak przekonać rozzłoszczonego mieszczanina, by odłożył maczugę i przyjął pieniądze w ramach odszkodowania za zniszczenie sklepu.
qstr_Though_the_distinction_f|Choć poczucie różnic przychodzi niespodziewanie,                                  gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się.                                  Idąc za wezwaniem otwartych traktów, podróżujesz od wioski do wioski, kupując i sprzedając wszystko, co się da.                                  Nie jest to żywot związany z wielkim bogactwem, ale tak dobrze radzisz sobie z targowaniem, że nawet najstarsi                                potrafią zaoferować ci dobrą cenę. Dobrze wiesz, że potrafisz wystarczająco dużo, by założyć własne imperium handlowe...
qstr_Though_the_distinction_fe|Choć poczucie różnic przychodzi niespodziewanie,                                  gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się.                                  Decydujesz się na karierę kowala, tworząc piękne i funkcjonalne przedmioty z prostego kawałka metalu.                                  Z czasem zostajesz prawdziwym mistrzem i praca zaczyna przynosić wymierne korzyści.                                Z pełnym brzuchem w ciepłym domu możesz z dumą rozmyślać o swojej pracy i rosnącej reputacji.
qstr_Though_the_distinction_fel|Choć poczucie różnic przychodzi niespodziewanie,                                  gdzieś po drodze zaczynasz czuć, że odzywa się w tobie {s13}, a świat wokół ciebie zmienia się.                                  Czując niezadowolenie z zachowania ludzi, którzy walczą o każdą monetę, wybierasz się do lasów swojego miejscowego lorda                                i tam nie zważając na prawo szukasz zdobyczy. Polujesz na jelenie, dziki i gęsi, po czym sprzedajesz                               cenne mięso pod stołem. ścinasz drzewa tuż pod nosem strażników i zmieniasz je w opał                                który ogrzewa wiele domostw zimą. Wszystko to, oczywiście za kilka srebrnych monet.
qstr_{s1}^^_Then_as_a_you|{s1}^^ Potem, po wkroczeniu w dorosłość, życie zmieniło się tak, jak zwykle to ma miejsce. Stajesz się {s2}. {s3}
qstr_Only_you_know_exactl|Tylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód.                                  Zważywszy na gniew, który płonie w twoim sercu, decyzja o odejściu nie jest zbyt trudna.                                  Pragniesz zemsty. Pragniesz sprawiedliwości. Uczynionych ci krzywd nie można już odwrócić,                                a te długi można spłacić tylko krwią...
qstr_Only_you_know_exactly|OTylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód.                                  Możesz jedynie powiedzieć, że nie jesteś w stanie pozostać... nie z bolesnymi wspomnieniami o ukochanych osobach.                                Być może nowe życie pozwoli ci zapomnieć lub oddać hołd tym,                                z którymi nie możesz już rozmawiać...
qstr_Only_you_know_exactly_|Tylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód.                                  Nie wiesz nawet dokładnie, kiedy twój dom stał się więzieniem, kiedy to, co znane, stało się przyziemne, a twoje marzenia                                  o podróżach zdominowały wszystko inne. Niezależnie od tego czy tęsknisz za jakimś odległym miejscem, czy po prostu za swobodą                                podróżowania, nie możesz dłużej usiedzieć w jednym miejscu. Po prostu wyruszasz, by nigdy już nie patrzeć za siebie...
qstr_Only_you_know_exactly_w|Tylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód.                                  Po prostu wiesz, że nie możesz powrócić. Nie ma po prostu do czego wracać. Dawny dom już nie jest taki                                jak kiedyś, a ty musisz stawić czoła faktowi, że wzywa cię rozległy świat. Popłyniesz, albo utoniesz...
qstr_Only_you_know_exactly_wh|Tylko ty znasz powody porzucenia starego życia i zostania poszukiwaczem przygód.                                  Dla wszystkich innych oczywiste jest, że motywuje cię chęć uzyskania własnych korzyści.                                  Pragniesz bogactwa, władzy, szacunku i uznania.                                  Chcesz być osobą, której inni będą posłuszni.                                  Chcesz, aby ludzie znali twoje imię i drżeli na sam jego dźwięk.                                Chcesz wszystkiego i nie pozwolisz, by ktokolwiek cię przed tym powstrzymał...
qstr_{s1}^^_But_soon_ever|{s1}^^ Wkrótce jednak wszystko ulega zmianie i decydujesz się zostać prawdziwym łowcą przygód.                              Powód, dla którego podejmujesz tę decyzję to {s2}. {s3}
qstr_{s1}^^_As_a_{s3}_{s2|{s1}^^ Jako {s3} {s2}. Ty {s4}
qstr_{reg0}_denars_added_|{reg0} denarów dodanych do skarbca.
qstr_{reg0}_denars_remove|{reg0} Denarów usuniętych ze skarbca.
qstr_{s1}_and_{s2}_have_e|{s1} i {s2} zawarli ze sobą sojusz.
qstr_{s1}_and_{s2}_have_c|{s1} i {s2} podpisali ze sobą pakt obronny.
qstr_{s1}_and_{s2}_have_co|{s1} i {s2} podpisali ze sobą pakt handlowy.
qstr_{s1}_and_{s2}_have_con|{s1} i {s2} podpisali ze sobą pakt o nieagresji.
qstr_{s5}_patrol|{s5} patrol
qstr_Transfer_to_{s5}|Przelew do {s5}
qstr_{s5}_scout|{s5} szpieg
qstr_{s4}_has_returned_fr|{s4} powrócił z wygnania, szukając schronienia u {s6} z {s5}.
qstr_{s4}_has_been_grante|{s4} uzyskał ułaskawienie od {s6} z {s5} i powrócił z wygnania.
qstr_Given_the_way_things|Given the way things stand between us at the moment, {playername}, I would not consider it prudent to enter into such an arrangement.
qstr_{playername}_I_am_gr|{playername}, I am grateful to you, but in the eyes of the people you do not have sufficient legitimacy as a potential co-ruler.  Marrying you would undermine my own claim to the throne.
qstr_{playername}_I_know_|{playername}, I know that if it were not for you I would not sit on this throne, but your name is little renowned in Calradia.  Marrying you would be perceived as an uneven match and would call into question my own claim to the throne.
qstr_{playername}_I_am_gra|{playername}, I am grateful for your assistance in regaining my rightful throne, but you do not have sufficient personal holdings to be a suitable match for me.  It would be an uneven partnership.
qstr_{playername}_I_am_grat|{playername}, I am grateful to you, but if I were to accept at this time I would risk offending powerful lords such as {s15}, who may consider themselves to have honor equal to or greater than your own.
qstr_{playername}_I_am_grate|{playername}, I am grateful to you, but if I were to accept at this time I would risk offending great lords such as {s15}, who may consider themselves to have honor equal to or greater than your own.
qstr_{playername}_while_I|{playername}, while I am grateful to you, I must confess I am fond of {s15}.
qstr_Our_realm_has_too_fe|Our realm has too few vassals.  In the current precarious state of the affairs I must use the lure of a potential political alliance to attract new vassals, and cannot yet be seen to commit to any single {reg65?suitor:candidate}.
qstr_Because_I_have_insuf|Because I have insufficient personal holdings compared to {s15}, if I entered into such an arrangement I would risk appearing to be a puppet, throwing the stability of the realm into jeopardy.
qstr_Because_my_personal_|Because my personal holdings are insufficiently large compared to other lords of the {s14}, if I entered into such an arrangement I would risk appearing to be a puppet, throwing the stability of the realm into jeopardy.
qstr_I_am_grateful_to_you|I am grateful to you, {playername}, but you have too many enemies among the lords of the {s14} for your proposal to be politically viable.  If I were to accept, there might be a revolt.
qstr_You_have_engendered_|You have engendered too much controversy recently, {playername} .  If I were to accept at this time, there might be a revolt among the lords of the {s14}.  Let us speak of this later when the furor has died down.
qstr_If_you_desire_to_lea|If you desire to lead the {s14} alongside me, gather support among my vassals to become marshall, and demonstrate to them your abilities as a war leader.
qstr_Our_realm_has_lost_t|Our realm has lost too much territory.  We once held {s1} but now only hold {s0}.  In the current precarious state of affairs I must retain the possibility of a political alliance to use as a bargaining chip with the other sovereigns, so I yet be seen to commit to any single {reg65?suitor:candidate}.  Restore the {s14} to its former glory, and I will gladly have you rule beside me as my {husband/wife}.
qstr_{s0}_{reg0?have:has}|{s0} {reg0?have:has} been lost to foreign hands.  Restore the {s14} to its rightful boundaries, and I will gladly have you rule beside me as my {husband/wife}.
qstr_You_have_only_been_m|You have only been marshall for {reg0} {reg1?days:day}.  Let us speak of this after you have held the post for at least two weeks.
qstr_If_not_for_you_I_wou|If not for you I would not sit on this throne, {playername}.  When we started our long walk, few people had the courage to support me.  And fewer still would be willing to put their lives at risk for my cause.  But you didn't hesitate for a moment in throwing yourself at my enemies. We have gone through a lot together, and with God's help, we prevailed.  I will gladly accept you as both my {husband/wife} and co-ruler of the {s14}.
qstr_axe|topór
qstr_spear|włócznia
qstr_bow|łuk
qstr_sword|miecz
qstr_axes|topory
qstr_spears|włócznie
qstr_bows|łuki
qstr_swords|miecze
qstr_swing_my_axe|swing my axe
qstr_lift_my_spear|lift my spear
qstr_loose_my_arrows|loose my arrows
qstr_swing_my_sword|swing my sword
qstr_sultan|sułtan
qstr_khans|Khanowie
qstr_sultans|sułtani
qstr_kings|królowie
qstr_lord|lord
qstr_lords|lordowie
qstr_goatherd|pastuch
qstr_swineherd|świniopas
qstr_stable_{boy/girl}|stajenny {chłopiec/dziewczynka}
qstr_shepherd_{boy/girl}|shepherd {chłopiec/dziewczynka}
qstr_kvass|kwas chlebowy
qstr_kumis|kumis
qstr_mead|miód pitny
qstr_wine|wino
qstr_{reg6?M:m}y_poppet|{reg6?M:m}y poppet
qstr_{reg0?Y:y}ou|{reg0?Y:y}ou
qstr_{reg0?M:m}yself|{reg0?M:m}yself
qstr_{reg0?O:o}ur_{s1}_{s|{reg0?O:o}ur {s1} {s0}
qstr_{reg0?M:m}y_{s1}_{s0|{reg0?M:m}y {s1} {s0}
qstr_{reg0?Y:y}our_{s1}_{|{reg0?Y:y}our {s1} {s0}
qstr_{s2}{s1}_|{s2}{s1}, 
qstr__The_following_food_| Następujące produkty żywnościowe zostały zniszczone lub zrabowane: {s2}. 
qstr__A_pack_horse_has_ra| Uciekło stado koni!!
qstr__Some_tools_have_bee| Niektóre rzeczy zostały zniszczone lub zgubione.
qstr__{reg3}| {reg3}
qstr_{s2}:_{reg3}_{reg4}_|{s2}: {reg3}, {reg4} dni
qstr_{s4}:_{reg4}|{s4}: {reg4}
qstr_{s1}_gathering_suppo|{s1}(zbieranie wsparcia)
qstr_{s1}__intelligence_|{s1} (inteligencja)
qstr_{s1}__ambassy_|{s1} (ambasada)
qstr_{s1}__minister|{s1} (minister)
qstr_{s1}__under_arms_|{s1} (pod bronią)
qstr_{s1}__attempting_to_|{s1} (próba ponownego przyłączenia)
qstr_{s1}__separated_afte|{s1} (rozdzielono po bitwie)
qstr__knows_of_you.| wie o tobie.
qstr__has_no_opinion_abou| nie ma o tobie opinii.
qstr_{s57}_and_{s50}|{s57} i {s50}
qstr_Calradia.|Calradia.
qstr_sworn_man|zaprzysiężony
qstr_ruler|władca
qstr_free_man|wolny człowiek
qstr_{s1}_Renown:_{reg40}|{s1} Renoma: {reg40}, Spory: {reg41}^Honor: {reg42}, Prawo do rządzienia: {reg43}^                                  Jesteś {s44} z {s45}^{reg45?{reg46?Jesteś wasalem, {s46},{s47}:Jesteś władcą {s45}}:}^^Przyjaciele: ^Wrogowie: ^^Lenna:^  {reg50?{s50}:brak lenn}
qstr_{s1}{s2}_{reg46?Repu|{s1}{s2} {reg46?Rzekomo {s42}:}^Renoma: {reg40}, Spory: {reg41} {reg46?Irytacja: {reg43}:}^                                    {s44} szlachcic {s45}^{reg46?Wasal: {s46}, Relacja: {reg47}:Władca {s45}}^^{reg48?Więzień {s48}:}^                                    Dni od ostatniego spotkania: {reg49}^^Lenna {reg51?(obiecano lenno):}:^  {reg50?{s50}:brak lenn}
qstr_conventional|umowny
qstr_adventurous|awanturniczy
qstr_otherwordly|mający inne zdanie
qstr_ambitious|ambitny
qstr_moralist|moralista
qstr_just_met|dopiero poznany
qstr_admirer|wielbiciel
qstr_promised|obiecał
qstr_breakup|zerwał stosunki
